gene_id	xtr_pep
PECUL23ncA050725	ENSXETP00000060409
PECUL23ncA050726	ENSXETP00000075986
PECUL23ncA050738	ENSXETP00000065356
PECUL23ncA050743	ENSXETP00000067251
PECUL23ncA050745	ENSXETP00000067251
PECUL23ncA050752	ENSXETP00000089410
PECUL23ncA050766	ENSXETP00000073878
PECUL23ncA050771	ENSXETP00000066019
PECUL23ncA050774	ENSXETP00000016039
PECUL23ncA050780	ENSXETP00000090774
PECUL23ncA050786	ENSXETP00000067251
PECUL23ncA050788	ENSXETP00000073852
PECUL23ncA050807	ENSXETP00000061828
PECUL23ncA050830	ENSXETP00000066019
PECUL23ncA050847	ENSXETP00000078675
PECUL23ncA050857	ENSXETP00000084871
PECUL23ncA050869	ENSXETP00000076544
PECUL23ncA050871	ENSXETP00000076544
PECUL23ncA050909	ENSXETP00000033160
PECUL23ncA050919	ENSXETP00000099184
PECUL23ncA050920	ENSXETP00000070963
PECUL23ncA050921	ENSXETP00000093675
PECUL23ncA050935	ENSXETP00000064817
PECUL23ncA050948	ENSXETP00000067251
PECUL23ncA050955	ENSXETP00000068808
PECUL23ncA050960	ENSXETP00000068100
PECUL23ncA050962	ENSXETP00000067251
PECUL23ncA050966	ENSXETP00000087955
PECUL23ncA050967	ENSXETP00000098088
PECUL23ncA050978	ENSXETP00000065356
PECUL23ncA050995	ENSXETP00000090088
PECUL23ncA051026	ENSXETP00000076544
PECUL23ncA051027	ENSXETP00000093200
PECUL23ncA051030	ENSXETP00000084871
PECUL23ncA051041	ENSXETP00000089410
PECUL23ncA051046	ENSXETP00000067567
PECUL23ncA051049	ENSXETP00000096697
PECUL23ncA051055	ENSXETP00000067472
PECUL23ncA051063	ENSXETP00000090147
PECUL23ncA051066	ENSXETP00000068114
PECUL23ncA051090	ENSXETP00000078523
PECUL23ncA051134	ENSXETP00000077692
PECUL23ncA051143	ENSXETP00000067251
PECUL23ncA051146	ENSXETP00000076645
PECUL23ncA051152	ENSXETP00000067251
PECUL23ncA051153	ENSXETP00000067251
PECUL23ncA051186	ENSXETP00000098966
PECUL23ncA051205	ENSXETP00000089245
PECUL23ncA051222	ENSXETP00000071910
PECUL23ncA051243	ENSXETP00000098000
PECUL23ncA051289	ENSXETP00000092353
PECUL23ncA051328	ENSXETP00000084871
PECUL23ncA051329	ENSXETP00000094004
PECUL23ncA051332	ENSXETP00000090276
PECUL23ncA051335	ENSXETP00000094428
PECUL23ncA051351	ENSXETP00000062760
PECUL23ncA051373	ENSXETP00000007040
PECUL23ncA051376	ENSXETP00000099704
PECUL23ncA051387	ENSXETP00000084871
PECUL23ncA051408	ENSXETP00000082972
PECUL23ncA051409	ENSXETP00000091951
PECUL23ncA051414	ENSXETP00000025499
PECUL23ncA051416	ENSXETP00000091951
PECUL23ncA051438	ENSXETP00000091951
PECUL23ncA051446	ENSXETP00000077434
PECUL23ncA051447	ENSXETP00000089410
PECUL23ncA051473	ENSXETP00000089791
PECUL23ncA051474	ENSXETP00000085572
PECUL23ncA051475	ENSXETP00000085013
PECUL23ncA051487	ENSXETP00000098966
PECUL23ncA051490	ENSXETP00000072841
PECUL23ncA051494	ENSXETP00000101469
PECUL23ncA051495	ENSXETP00000087461
PECUL23ncA051496	ENSXETP00000081883
PECUL23ncA051497	ENSXETP00000077746
PECUL23ncA051501	ENSXETP00000075938
PECUL23ncA051517	ENSXETP00000090774
PECUL23ncA051520	ENSXETP00000096588
PECUL23ncA051528	ENSXETP00000065356
PECUL23ncA051533	ENSXETP00000055218
PECUL23ncA051551	ENSXETP00000067258
PECUL23ncA051557	ENSXETP00000089410
PECUL23ncA051558	ENSXETP00000075986
PECUL23ncA051559	ENSXETP00000066019
PECUL23ncA051580	ENSXETP00000089410
PECUL23ncA051581	ENSXETP00000089410
PECUL23ncA051587	ENSXETP00000075033
PECUL23ncA051589	ENSXETP00000066019
PECUL23ncA051590	ENSXETP00000061898
PECUL23ncA051591	ENSXETP00000087461
PECUL23ncA051652	ENSXETP00000084040
PECUL23ncA051657	ENSXETP00000092415
PECUL23ncA051658	ENSXETP00000064123
PECUL23ncA051660	ENSXETP00000092415
PECUL23ncA051661	ENSXETP00000100698
PECUL23ncA051662	ENSXETP00000071962
PECUL23ncA051663	ENSXETP00000071962
PECUL23ncA051666	ENSXETP00000085412
PECUL23ncA051677	ENSXETP00000068808
PECUL23ncA051686	ENSXETP00000092415
PECUL23ncA051722	ENSXETP00000069721
PECUL23ncA051726	ENSXETP00000076544
PECUL23ncA051734	ENSXETP00000101523
PECUL23ncA051735	ENSXETP00000085596
PECUL23ncA051738	ENSXETP00000065467
PECUL23ncA051755	ENSXETP00000013072
PECUL23ncA051756	ENSXETP00000082490
PECUL23ncA051758	ENSXETP00000070785
PECUL23ncA051767	ENSXETP00000100698
PECUL23ncA051772	ENSXETP00000050640
PECUL23ncA051780	ENSXETP00000077434
PECUL23ncA051793	ENSXETP00000094639
PECUL23ncA051794	ENSXETP00000078839
PECUL23ncA051795	ENSXETP00000084871
PECUL23ncA051814	ENSXETP00000025847
PECUL23ncA051817	ENSXETP00000025847
PECUL23ncA051818	ENSXETP00000025847
PECUL23ncA051828	ENSXETP00000079602
PECUL23ncA051832	ENSXETP00000071910
PECUL23ncA051846	ENSXETP00000071962
PECUL23ncA051862	ENSXETP00000084871
PECUL23ncA051873	ENSXETP00000096049
PECUL23ncA051886	ENSXETP00000084871
PECUL23ncA051887	ENSXETP00000065356
PECUL23ncA051892	ENSXETP00000067251
PECUL23ncA051921	ENSXETP00000067251
PECUL23ncA051928	ENSXETP00000067251
PECUL23ncA051934	ENSXETP00000067251
PECUL23ncA051935	ENSXETP00000067251
PECUL23ncA051936	ENSXETP00000067251
PECUL23ncA051938	ENSXETP00000098966
PECUL23ncA051943	ENSXETP00000067251
PECUL23ncA051945	ENSXETP00000089410
PECUL23ncA051949	ENSXETP00000067251
PECUL23ncA051968	ENSXETP00000091951
PECUL23ncA051981	ENSXETP00000093200
PECUL23ncA051982	ENSXETP00000076544
PECUL23ncA052016	ENSXETP00000079602
PECUL23ncA052029	ENSXETP00000060584
PECUL23ncA052031	ENSXETP00000089410
PECUL23ncA052040	ENSXETP00000071431
PECUL23ncA052068	ENSXETP00000071962
PECUL23ncA052084	ENSXETP00000084871
PECUL23ncA052085	ENSXETP00000061236
PECUL23ncA052099	ENSXETP00000066019
PECUL23ncA052132	ENSXETP00000091951
PECUL23ncA052139	ENSXETP00000082972
PECUL23ncA052142	ENSXETP00000098809
PECUL23ncA052149	ENSXETP00000069718
PECUL23ncA052150	ENSXETP00000069718
PECUL23ncA052151	ENSXETP00000069718
PECUL23ncA052152	ENSXETP00000084871
PECUL23ncA052162	ENSXETP00000066019
PECUL23ncA052167	ENSXETP00000070923
PECUL23ncA052168	ENSXETP00000070923
PECUL23ncA052172	ENSXETP00000083012
PECUL23ncA052185	ENSXETP00000076736
PECUL23ncA052187	ENSXETP00000073207
PECUL23ncA052189	ENSXETP00000087461
PECUL23ncA052192	ENSXETP00000065356
PECUL23ncA052196	ENSXETP00000101469
PECUL23ncA052228	ENSXETP00000069718
PECUL23ncA052254	ENSXETP00000079602
PECUL23ncA052276	ENSXETP00000072633
PECUL23ncA052279	ENSXETP00000092353
PECUL23ncA052280	ENSXETP00000099532
PECUL23ncA052281	ENSXETP00000065467
PECUL23ncA052288	ENSXETP00000089410
PECUL23ncA052298	ENSXETP00000092734
PECUL23ncA052299	ENSXETP00000092353
PECUL23ncA052309	ENSXETP00000094004
PECUL23ncA052335	ENSXETP00000063696
PECUL23ncA052381	ENSXETP00000065356
PECUL23ncA052396	ENSXETP00000089410
PECUL23ncA052397	ENSXETP00000057841
PECUL23ncA052405	ENSXETP00000079602
PECUL23ncA052427	ENSXETP00000054965
PECUL23ncA052441	ENSXETP00000075430
PECUL23ncA052444	ENSXETP00000067472
PECUL23ncA052445	ENSXETP00000068808
PECUL23ncA052451	ENSXETP00000067251
PECUL23ncA052486	ENSXETP00000067251
PECUL23ncA052487	ENSXETP00000067251
PECUL23ncA052489	ENSXETP00000075906
PECUL23ncA052497	ENSXETP00000079675
PECUL23ncA052522	ENSXETP00000065356
PECUL23ncA052542	ENSXETP00000091951
PECUL23ncA052555	ENSXETP00000094455
PECUL23ncA052556	ENSXETP00000076736
PECUL23ncA052579	ENSXETP00000099444
PECUL23ncA052585	ENSXETP00000090274
PECUL23ncA052586	ENSXETP00000090274
PECUL23ncA052595	ENSXETP00000077434
PECUL23ncA052599	ENSXETP00000016501
PECUL23ncA052609	ENSXETP00000013585
PECUL23ncA052611	ENSXETP00000090895
PECUL23ncA052623	ENSXETP00000085412
PECUL23ncA052624	ENSXETP00000099397
PECUL23ncA052645	ENSXETP00000098782
PECUL23ncA052682	ENSXETP00000074123
PECUL23ncA052685	ENSXETP00000063027
PECUL23ncA052702	ENSXETP00000000158
PECUL23ncA052706	ENSXETP00000067258
PECUL23ncA052711	ENSXETP00000070906
PECUL23ncA052743	ENSXETP00000098966
PECUL23ncA052760	ENSXETP00000091951
PECUL23ncA052763	ENSXETP00000084871
PECUL23ncA052766	ENSXETP00000078675
PECUL23ncA052767	ENSXETP00000101469
PECUL23ncA052778	ENSXETP00000073068
PECUL23ncA052792	ENSXETP00000018528
PECUL23ncA052801	ENSXETP00000071032
PECUL23ncA052802	ENSXETP00000085982
PECUL23ncA052804	ENSXETP00000093687
PECUL23ncA052807	ENSXETP00000084040
PECUL23ncA052824	ENSXETP00000076736
PECUL23ncA052828	ENSXETP00000073068
PECUL23ncA052831	ENSXETP00000065356
PECUL23ncA052840	ENSXETP00000092895
PECUL23ncA052843	ENSXETP00000067251
PECUL23ncA052885	ENSXETP00000077434
PECUL23ncA052893	ENSXETP00000073068
PECUL23ncA052916	ENSXETP00000063027
PECUL23ncA052920	ENSXETP00000065467
PECUL23ncA052921	ENSXETP00000065467
PECUL23ncA052935	ENSXETP00000085811
PECUL23ncA052937	ENSXETP00000067258
PECUL23ncA052938	ENSXETP00000066019
PECUL23ncA052939	ENSXETP00000089410
PECUL23ncA052941	ENSXETP00000079485
PECUL23ncA052943	ENSXETP00000063027
PECUL23ncA052944	ENSXETP00000081932
PECUL23ncA052945	ENSXETP00000037930
PECUL23ncA052950	ENSXETP00000066019
PECUL23ncA052952	ENSXETP00000090147
PECUL23ncA052966	ENSXETP00000083117
PECUL23ncA052970	ENSXETP00000067251
PECUL23ncA052977	ENSXETP00000003955
PECUL23ncA052993	ENSXETP00000073114
PECUL23ncA052999	ENSXETP00000071032
PECUL23ncA053000	ENSXETP00000073068
PECUL23ncA053022	ENSXETP00000085412
PECUL23ncA053044	ENSXETP00000078675
PECUL23ncA053066	ENSXETP00000073114
PECUL23ncA053067	ENSXETP00000093526
PECUL23ncA053090	ENSXETP00000090147
PECUL23ncA053107	ENSXETP00000079602
PECUL23ncA053113	ENSXETP00000067472
PECUL23ncA053115	ENSXETP00000069290
PECUL23ncA053117	ENSXETP00000015114
PECUL23ncA053142	ENSXETP00000079560
PECUL23ncA053159	ENSXETP00000067251
PECUL23ncA053164	ENSXETP00000031196
PECUL23ncA053165	ENSXETP00000092415
PECUL23ncA053166	ENSXETP00000073068
PECUL23ncA053176	ENSXETP00000065356
PECUL23ncA053190	ENSXETP00000091320
PECUL23ncA053191	ENSXETP00000061898
PECUL23ncA053225	ENSXETP00000065467
PECUL23ncA053226	ENSXETP00000095806
PECUL23ncA053232	ENSXETP00000071962
PECUL23ncA053233	ENSXETP00000100698
PECUL23ncA053239	ENSXETP00000091951
PECUL23ncA053256	ENSXETP00000091951
PECUL23ncA053274	ENSXETP00000101083
PECUL23ncA053288	ENSXETP00000089410
PECUL23ncA053292	ENSXETP00000098809
PECUL23ncA053306	ENSXETP00000065467
PECUL23ncA053308	ENSXETP00000065356
PECUL23ncA053319	ENSXETP00000101469
PECUL23ncA053323	ENSXETP00000065356
PECUL23ncA053325	ENSXETP00000061898
PECUL23ncA053336	ENSXETP00000027697
PECUL23ncA053345	ENSXETP00000067251
PECUL23ncA053360	ENSXETP00000071962
PECUL23ncA053362	ENSXETP00000082972
PECUL23ncA053364	ENSXETP00000087461
PECUL23ncA053385	ENSXETP00000095806
PECUL23ncA053395	ENSXETP00000065467
PECUL23ncA053403	ENSXETP00000035780
PECUL23ncA053450	ENSXETP00000073068
PECUL23ncA053456	ENSXETP00000072826
PECUL23ncA053465	ENSXETP00000065467
PECUL23ncA053480	ENSXETP00000056206
PECUL23ncA053481	ENSXETP00000017619
PECUL23ncA053482	ENSXETP00000017619
PECUL23ncA053485	ENSXETP00000056206
PECUL23ncA053486	ENSXETP00000056206
PECUL23ncA053487	ENSXETP00000059016
PECUL23ncA053488	ENSXETP00000088305
PECUL23ncA053489	ENSXETP00000056206
PECUL23ncA053490	ENSXETP00000079482
PECUL23ncA053491	ENSXETP00000056206
PECUL23ncA053493	ENSXETP00000067251
PECUL23ncA053494	ENSXETP00000067251
PECUL23ncA053506	ENSXETP00000017619
PECUL23ncA053519	ENSXETP00000094983
PECUL23ncA053526	ENSXETP00000065356
PECUL23ncA053538	ENSXETP00000067251
PECUL23ncA053545	ENSXETP00000067251
PECUL23ncA053548	ENSXETP00000100751
PECUL23ncA053552	ENSXETP00000060943
PECUL23ncA053555	ENSXETP00000067251
PECUL23ncA053564	ENSXETP00000067251
PECUL23ncA053565	ENSXETP00000067251
PECUL23ncA053575	ENSXETP00000065356
PECUL23ncA053578	ENSXETP00000091951
PECUL23ncA053579	ENSXETP00000090147
PECUL23ncA053587	ENSXETP00000067251
PECUL23ncA053588	ENSXETP00000067251
PECUL23ncA053600	ENSXETP00000067251
PECUL23ncA053604	ENSXETP00000067251
PECUL23ncA053606	ENSXETP00000034305
PECUL23ncA053620	ENSXETP00000067251
PECUL23ncA053628	ENSXETP00000067251
PECUL23ncA053634	ENSXETP00000071962
PECUL23ncA053636	ENSXETP00000065467
PECUL23ncA053652	ENSXETP00000067251
PECUL23ncA053653	ENSXETP00000067251
PECUL23ncA053665	ENSXETP00000067251
PECUL23ncA053666	ENSXETP00000067251
PECUL23ncA053667	ENSXETP00000075430
PECUL23ncA053672	ENSXETP00000073068
PECUL23ncA053673	ENSXETP00000087461
PECUL23ncA053674	ENSXETP00000090774
PECUL23ncA053687	ENSXETP00000083117
PECUL23ncA053691	ENSXETP00000063027
PECUL23ncA053692	ENSXETP00000066019
PECUL23ncA053700	ENSXETP00000071032
PECUL23ncA053701	ENSXETP00000078346
PECUL23ncA053702	ENSXETP00000066474
PECUL23ncA053704	ENSXETP00000071236
PECUL23ncA053706	ENSXETP00000069290
PECUL23ncA053712	ENSXETP00000098088
PECUL23ncA053716	ENSXETP00000083117
PECUL23ncA053717	ENSXETP00000088525
PECUL23ncA053727	ENSXETP00000098088
PECUL23ncA053742	ENSXETP00000071942
PECUL23ncA053757	ENSXETP00000067251
PECUL23ncA053765	ENSXETP00000076544
PECUL23ncA053776	ENSXETP00000090088
PECUL23ncA053791	ENSXETP00000077799
PECUL23ncA053796	ENSXETP00000065356
PECUL23ncA053801	ENSXETP00000070418
PECUL23ncA053806	ENSXETP00000062203
PECUL23ncA053820	ENSXETP00000071236
PECUL23ncA053829	ENSXETP00000067251
PECUL23ncA053833	ENSXETP00000080990
PECUL23ncA053834	ENSXETP00000082127
PECUL23ncA053835	ENSXETP00000079426
PECUL23ncA053842	ENSXETP00000100698
PECUL23ncA053843	ENSXETP00000071962
PECUL23ncA053852	ENSXETP00000084871
PECUL23ncA053881	ENSXETP00000101469
PECUL23ncA053882	ENSXETP00000090715
PECUL23ncA053884	ENSXETP00000089245
PECUL23ncA053886	ENSXETP00000067251
PECUL23ncA053901	ENSXETP00000077754
PECUL23ncA053905	ENSXETP00000090715
PECUL23ncA053908	ENSXETP00000081883
PECUL23ncA053929	ENSXETP00000091951
PECUL23ncA053930	ENSXETP00000089250
PECUL23ncA053941	ENSXETP00000067472
PECUL23ncA053951	ENSXETP00000090088
PECUL23ncA053965	ENSXETP00000090774
PECUL23ncA053973	ENSXETP00000089410
PECUL23ncA053974	ENSXETP00000071236
PECUL23ncA053976	ENSXETP00000090715
PECUL23ncA053983	ENSXETP00000091951
PECUL23ncA053985	ENSXETP00000083710
PECUL23ncA053995	ENSXETP00000065467
PECUL23ncA054001	ENSXETP00000089410
PECUL23ncA054003	ENSXETP00000089410
PECUL23ncA054019	ENSXETP00000100114
PECUL23ncA054021	ENSXETP00000098563
PECUL23ncA054025	ENSXETP00000071032
PECUL23ncA054026	ENSXETP00000071236
PECUL23ncA054034	ENSXETP00000089245
PECUL23ncA054044	ENSXETP00000067251
PECUL23ncA054045	ENSXETP00000090147
PECUL23ncA054046	ENSXETP00000101469
PECUL23ncA054051	ENSXETP00000067251
PECUL23ncA054063	ENSXETP00000087059
PECUL23ncA054064	ENSXETP00000067251
PECUL23ncA054073	ENSXETP00000071962
PECUL23ncA054077	ENSXETP00000000158
PECUL23ncA054078	ENSXETP00000064123
PECUL23ncA054080	ENSXETP00000073068
PECUL23ncA054081	ENSXETP00000065356
PECUL23ncA054087	ENSXETP00000089410
PECUL23ncA054088	ENSXETP00000089410
PECUL23ncA054091	ENSXETP00000083048
PECUL23ncA054092	ENSXETP00000065027
PECUL23ncA054094	ENSXETP00000067472
PECUL23ncA054097	ENSXETP00000091951
PECUL23ncA054107	ENSXETP00000067251
PECUL23ncA054108	ENSXETP00000067251
PECUL23ncA054109	ENSXETP00000070597
PECUL23ncA054111	ENSXETP00000077695
PECUL23ncA054113	ENSXETP00000076544
PECUL23ncA054118	ENSXETP00000067251
PECUL23ncA054120	ENSXETP00000071962
PECUL23ncA054122	ENSXETP00000070597
PECUL23ncA054126	ENSXETP00000092353
PECUL23ncA054129	ENSXETP00000067251
PECUL23ncA054139	ENSXETP00000092895
PECUL23ncA054146	ENSXETP00000096881
PECUL23ncA054152	ENSXETP00000101469
PECUL23ncA054153	ENSXETP00000071032
PECUL23ncA054154	ENSXETP00000083333
PECUL23ncA054161	ENSXETP00000090719
PECUL23ncA054163	ENSXETP00000080990
PECUL23ncA054164	ENSXETP00000073068
PECUL23ncA054171	ENSXETP00000086251
PECUL23ncA054172	ENSXETP00000075055
PECUL23ncA054175	ENSXETP00000084486
PECUL23ncA054184	ENSXETP00000022246
PECUL23ncA054188	ENSXETP00000076544
PECUL23ncA054192	ENSXETP00000084486
PECUL23ncA054193	ENSXETP00000082127
PECUL23ncA054194	ENSXETP00000069721
PECUL23ncA054204	ENSXETP00000064508
PECUL23ncA054205	ENSXETP00000079485
PECUL23ncA054207	ENSXETP00000093526
PECUL23ncA054212	ENSXETP00000085990
PECUL23ncA054215	ENSXETP00000067251
PECUL23ncA054225	ENSXETP00000084871
PECUL23ncA054229	ENSXETP00000077434
PECUL23ncA054237	ENSXETP00000065356
PECUL23ncA054242	ENSXETP00000066546
PECUL23ncA054249	ENSXETP00000086868
PECUL23ncA054252	ENSXETP00000089250
PECUL23ncA054253	ENSXETP00000091951
PECUL23ncA054254	ENSXETP00000077799
PECUL23ncA054256	ENSXETP00000094644
PECUL23ncA054257	ENSXETP00000091951
PECUL23ncA054259	ENSXETP00000071962
PECUL23ncA054270	ENSXETP00000076544
PECUL23ncA054282	ENSXETP00000071032
PECUL23ncA054296	ENSXETP00000093815
PECUL23ncA054298	ENSXETP00000089410
PECUL23ncA054300	ENSXETP00000082688
PECUL23ncA054305	ENSXETP00000039706
PECUL23ncA054316	ENSXETP00000065467
PECUL23ncA054323	ENSXETP00000101469
PECUL23ncA054325	ENSXETP00000079617
PECUL23ncA054327	ENSXETP00000092400
PECUL23ncA054328	ENSXETP00000065538
PECUL23ncA054340	ENSXETP00000092895
PECUL23ncA054342	ENSXETP00000067251
PECUL23ncA054346	ENSXETP00000067251
PECUL23ncA054349	ENSXETP00000067251
PECUL23ncA054350	ENSXETP00000067251
PECUL23ncA054351	ENSXETP00000091516
PECUL23ncA054353	ENSXETP00000096588
PECUL23ncA054354	ENSXETP00000085811
PECUL23ncA054367	ENSXETP00000067251
PECUL23ncA054368	ENSXETP00000067251
PECUL23ncA054369	ENSXETP00000067251
PECUL23ncA054370	ENSXETP00000067251
PECUL23ncA054380	ENSXETP00000067251
PECUL23ncA054385	ENSXETP00000067251
PECUL23ncA054393	ENSXETP00000019015
PECUL23ncA054398	ENSXETP00000067251
PECUL23ncA054400	ENSXETP00000100483
PECUL23ncA054405	ENSXETP00000078675
PECUL23ncA054410	ENSXETP00000077434
PECUL23ncA054411	ENSXETP00000087461
PECUL23ncA054415	ENSXETP00000087254
PECUL23ncA054418	ENSXETP00000063027
PECUL23ncA054423	ENSXETP00000076544
PECUL23ncA054433	ENSXETP00000089250
PECUL23ncA054436	ENSXETP00000021785
PECUL23ncA054476	ENSXETP00000089245
PECUL23ncA054488	ENSXETP00000079602
PECUL23ncA054496	ENSXETP00000071910
PECUL23ncA054497	ENSXETP00000053520
PECUL23ncA054498	ENSXETP00000053520
PECUL23ncA054503	ENSXETP00000038894
PECUL23ncA054510	ENSXETP00000065356
PECUL23ncA054519	ENSXETP00000079602
PECUL23ncA054522	ENSXETP00000084058
PECUL23ncA054527	ENSXETP00000084058
PECUL23ncA054537	ENSXETP00000014984
PECUL23ncA054551	ENSXETP00000069718
PECUL23ncA054568	ENSXETP00000006396
PECUL23ncA054570	ENSXETP00000067251
PECUL23ncA054574	ENSXETP00000067251
PECUL23ncA054576	ENSXETP00000067251
PECUL23ncA054579	ENSXETP00000095806
PECUL23ncA054582	ENSXETP00000093200
PECUL23ncA054583	ENSXETP00000093200
PECUL23ncA054587	ENSXETP00000067251
PECUL23ncA054606	ENSXETP00000019617
PECUL23ncA054634	ENSXETP00000066601
PECUL23ncA054636	ENSXETP00000085842
PECUL23ncA054639	ENSXETP00000012155
PECUL23ncA054680	ENSXETP00000068858
PECUL23ncA054682	ENSXETP00000094004
PECUL23ncA054716	ENSXETP00000067251
PECUL23ncA054726	ENSXETP00000065467
PECUL23ncA054728	ENSXETP00000068808
PECUL23ncA054732	ENSXETP00000091516
PECUL23ncA054734	ENSXETP00000073068
PECUL23ncA054736	ENSXETP00000101469
PECUL23ncA054742	ENSXETP00000067913
PECUL23ncA054752	ENSXETP00000091951
PECUL23ncA054754	ENSXETP00000073852
PECUL23ncA054773	ENSXETP00000098966
PECUL23ncA054776	ENSXETP00000091045
PECUL23ncA054785	ENSXETP00000065467
PECUL23ncA054786	ENSXETP00000065467
PECUL23ncA054788	ENSXETP00000072699
PECUL23ncA054795	ENSXETP00000067913
PECUL23ncA054817	ENSXETP00000062690
PECUL23ncA054823	ENSXETP00000077434
PECUL23ncA054829	ENSXETP00000067251
PECUL23ncA054830	ENSXETP00000067251
PECUL23ncA054831	ENSXETP00000067251
PECUL23ncA054832	ENSXETP00000067251
PECUL23ncA054834	ENSXETP00000084040
PECUL23ncA054850	ENSXETP00000091951
PECUL23ncA054859	ENSXETP00000067251
PECUL23ncA054868	ENSXETP00000067251
PECUL23ncA054876	ENSXETP00000085659
PECUL23ncA054900	ENSXETP00000072510
PECUL23ncA054919	ENSXETP00000067251
PECUL23ncA054920	ENSXETP00000067251
PECUL23ncA054929	ENSXETP00000065909
PECUL23ncA054955	ENSXETP00000091951
PECUL23ncA054966	ENSXETP00000070418
PECUL23ncA055001	ENSXETP00000067251
PECUL23ncA055002	ENSXETP00000067251
PECUL23ncA055019	ENSXETP00000092415
PECUL23ncA055043	ENSXETP00000067251
PECUL23ncA055048	ENSXETP00000100751
PECUL23ncA055087	ENSXETP00000088237
PECUL23ncA055093	ENSXETP00000065467
PECUL23ncA055156	ENSXETP00000071024
PECUL23ncA055169	ENSXETP00000099704
PECUL23ncA055187	ENSXETP00000091951
PECUL23ncA055209	ENSXETP00000087894
PECUL23ncA055237	ENSXETP00000065356
PECUL23ncA055257	ENSXETP00000091951
PECUL23ncA055285	ENSXETP00000061898
PECUL23ncA055286	ENSXETP00000088562
PECUL23ncA055307	ENSXETP00000084871
PECUL23ncA055324	ENSXETP00000098809
PECUL23ncA055339	ENSXETP00000065467
PECUL23ncA055354	ENSXETP00000081192
PECUL23ncA055362	ENSXETP00000098037
PECUL23ncA055363	ENSXETP00000079602
PECUL23ncA055370	ENSXETP00000098809
PECUL23ncA055388	ENSXETP00000094004
PECUL23ncA055405	ENSXETP00000094004
PECUL23ncA055406	ENSXETP00000067913
PECUL23ncA055430	ENSXETP00000067258
PECUL23ncA055448	ENSXETP00000077799
PECUL23ncA055454	ENSXETP00000079602
PECUL23ncA055458	ENSXETP00000099397
PECUL23ncA055461	ENSXETP00000077434
PECUL23ncA055462	ENSXETP00000083117
PECUL23ncA055471	ENSXETP00000075430
PECUL23ncA055473	ENSXETP00000094004
PECUL23ncA055474	ENSXETP00000098088
PECUL23ncA055486	ENSXETP00000071032
PECUL23ncA055491	ENSXETP00000051717
PECUL23ncA055518	ENSXETP00000072486
PECUL23ncA055519	ENSXETP00000066520
PECUL23ncA055520	ENSXETP00000067472
PECUL23ncA055558	ENSXETP00000062249
PECUL23ncA055599	ENSXETP00000091951
PECUL23ncA055603	ENSXETP00000072826
PECUL23ncA055606	ENSXETP00000089410
PECUL23ncA055610	ENSXETP00000079234
PECUL23ncA055611	ENSXETP00000078442
PECUL23ncA055612	ENSXETP00000099001
PECUL23ncA055625	ENSXETP00000066561
PECUL23ncA055638	ENSXETP00000067251
PECUL23ncA055641	ENSXETP00000081250
PECUL23ncA055649	ENSXETP00000101083
PECUL23ncA055656	ENSXETP00000068068
PECUL23ncA055660	ENSXETP00000089245
PECUL23ncA055664	ENSXETP00000077434
PECUL23ncA055667	ENSXETP00000083333
PECUL23ncA055668	ENSXETP00000058509
PECUL23ncA055669	ENSXETP00000058509
PECUL23ncA055670	ENSXETP00000077799
PECUL23ncA055672	ENSXETP00000084871
PECUL23ncA055678	ENSXETP00000066771
PECUL23ncA055684	ENSXETP00000092415
PECUL23ncA055689	ENSXETP00000068100
PECUL23ncA055694	ENSXETP00000067251
PECUL23ncA055709	ENSXETP00000087461
PECUL23ncA055710	ENSXETP00000077434
PECUL23ncA055712	ENSXETP00000065467
PECUL23ncA055721	ENSXETP00000061236
PECUL23ncA055723	ENSXETP00000071962
PECUL23ncA055770	ENSXETP00000065467
PECUL23ncA055800	ENSXETP00000100751
PECUL23ncA055809	ENSXETP00000092415
PECUL23ncA055812	ENSXETP00000100483
PECUL23ncA055820	ENSXETP00000040992
PECUL23ncA055829	ENSXETP00000064163
PECUL23ncA055831	ENSXETP00000071032
PECUL23ncA055832	ENSXETP00000079806
PECUL23ncA055833	ENSXETP00000084272
PECUL23ncA055838	ENSXETP00000081814
PECUL23ncA055839	ENSXETP00000099397
PECUL23ncA055840	ENSXETP00000090715
PECUL23ncA055843	ENSXETP00000080990
PECUL23ncA055844	ENSXETP00000066019
PECUL23ncA055845	ENSXETP00000077434
PECUL23ncA055856	ENSXETP00000082972
PECUL23ncA055858	ENSXETP00000071962
PECUL23ncA055881	ENSXETP00000066601
PECUL23ncA055883	ENSXETP00000065356
PECUL23ncA055891	ENSXETP00000064123
PECUL23ncA055892	ENSXETP00000085990
PECUL23ncA055893	ENSXETP00000098955
PECUL23ncA055901	ENSXETP00000090715
PECUL23ncA055904	ENSXETP00000100698
PECUL23ncA055906	ENSXETP00000098088
PECUL23ncA055907	ENSXETP00000089245
PECUL23ncA055908	ENSXETP00000100698
PECUL23ncA055910	ENSXETP00000053775
PECUL23ncA055912	ENSXETP00000053775
PECUL23ncA055924	ENSXETP00000098809
PECUL23ncA055943	ENSXETP00000086340
PECUL23ncA055945	ENSXETP00000066135
PECUL23ncA055951	ENSXETP00000096049
PECUL23ncA055959	ENSXETP00000071032
PECUL23ncA055963	ENSXETP00000071962
PECUL23ncA055965	ENSXETP00000090715
PECUL23ncA055966	ENSXETP00000071962
